,name,address,latitude,longitude,HH_start,HH_end,confidence_index,beer_1,nHHprice_1,HHprice_1,volume_1,beer_2,nHHprice_2,HHprice_2,volume_2,beer_3,nHHprice_3,HHprice_3,volume_3,beer_4,nHHprice_4,HHprice_4,volume_4,beer_5,nHHprice_5,HHprice_5,volume_5,beer_6,nHHprice_6,HHprice_6,volume_6,beer_7,nHHprice_7,HHprice_7,volume_7,beer_8,nHHprice_8,HHprice_8,volume_8,display_name,house_number,road,neighbourhood,city_district,city,municipality,county,state,country,postcode,country_code,suburb,pharmacy,footway,residential,town,state_district,address29,pedestrian,bar,hamlet,village,cycleway,attraction,pub,post_office,restaurant,convenience,aerodrome,retail,hotel,locality,public_building,newsagent,clothes,province,estate_agent,cafe,place_of_worship,arts_centre,cinema,building,fast_food,post_box,supermarket,townhall,beauty,region,bank,parking,shoes,hairdresser,museum,industrial,clinic,commercial,alcohol,marina,theatre,memorial,artwork,castle,archaeological_site,subway_entrance,bakery,bus_stop,car,information,station,house,chalet,community_centre,bay,nightclub,courthouse,mobile_phone,hostel,optician,garden_centre,school,monument,books,travel_agency,computer,butcher,dry_cleaning,bicycle,mall,doctors,furniture,university,library,tram_stop,college,caravan_site,car_rental,stadium,sports_centre,water,path,wood,pitch,recycling,shop,address26,crematorium,car_repair,kindergarten,ferry_terminal
485,Boston Tavern,"9 Place des Terreaux, 69001 Lyon, France",45.7677268,4.8328976,"[17, 0]","[19, 0]",1,Cheapest beer,6.5,4.5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9, Place des Terreaux, Terreaux, Lyon 1er Arrondissement, Lyon, Métropole de Lyon, Circonscription départementale du Rhône, Auvergne-Rhône-Alpes, France métropolitaine, 69001, France",9,,,Lyon 1er Arrondissement,Lyon,Lyon,Métropole de Lyon,Auvergne-Rhône-Alpes,France,69001,fr,Terreaux,,,,,Circonscription départementale du Rhône,,Place des Terreaux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,Bouc Ness,"56 Boulevard de Tessé, 83000 Toulon, France",43.1276041,5.9304877000000005,"[17, 0]","[19, 0]",2,La BoucNess,6.9,5.0,50,Maredsous Blonde,,,50.0,Delirium Tremens,,,50.0,Lagunitas IPA,,,50.0,Guinness,,,50.0,La Chouffe,,,50.0,Kilkenny,,,50.0,,,,,"Gare routière départemental Toulon, Boulevard de Tesse, Haute Ville, Toulon, Var, Provence-Alpes-Côte d'Azur, France métropolitaine, 83097, France",,Boulevard de Tesse,,,Toulon,Toulon,Var,Provence-Alpes-Côte d'Azur,France,83097,fr,Haute Ville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gare routière départemental Toulon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,Bougnat,"29 Rue Paillot de Montabert, 10000 Troyes, France",48.2971813,4.0729163999999995,0,0,0,Cheapest beer,,3.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Le Bougnat des Pouilles, 29, Rue Paillot de Montabert, Quartier Saint-Jean, Troyes, Aube, Grand Est, France métropolitaine, 10000, France",29,,,,Troyes,Troyes,Aube,Grand Est,France,10000,fr,Quartier Saint-Jean,,,,,,,Rue Paillot de Montabert,Le Bougnat des Pouilles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,Bourgogne Des Flandres,"Kartuizerinnenstraat 6, 8000 Brugge, Belgique",51.206748499999996,3.226318514637973,0,0,0,Bourgogne Des Flandres,3.2,,25,Bruinen Os,3.6,,25.0,Waterloo Triple,3.8,,25.0,Waterloo Récolte ,3.6,,25.0,Martin's Original Pale Ale,3.6,,25.0,Gordon Xmas,3.8,,25.0,,,,,,,,,"6, Kartuizerinnenstraat, Steenstraatkwartier, Brugge-Centrum, Brugge, West-Vlaanderen, Vlaanderen, 8000, België - Belgique - Belgien",6,Kartuizerinnenstraat,Steenstraatkwartier,Brugge,Brugge,,West-Vlaanderen,Vlaanderen,België - Belgique - Belgien,8000,be,Brugge-Centrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,Brady's,"22 Allée Commandant Charcot, 44000 Nantes, France",47.216775899999995,-1.5465863000000002,0,0,1,Cheapest beer,,4.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brady's, 22, Allée Commandant Charcot, Richebourg - Saint-Clément, Malakoff - Saint-Donatien, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44000, France",22,,Richebourg - Saint-Clément,,Nantes,Nantes,Loire-Atlantique,Pays de la Loire,France,44000,fr,Malakoff - Saint-Donatien,,,,,,,Allée Commandant Charcot,,,,,,Brady's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,Brady's,"14 Rue de Lisbonne, 75008 Paris 8e arrondissement, France",48.877825099999995,2.3157763,"[14, 0]","[19, 0]",1,Cheapest beer,6.5,6.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14, Rue de Lisbonne, Quartier de l'Europe, Paris, Île-de-France, France métropolitaine, 75008, France",14,Rue de Lisbonne,,,Paris,Paris,Paris,Île-de-France,France,75008,fr,Quartier de l'Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,Brassai,"Via di Panico, 28, 00186 Roma RM, Italie",41.9003641,12.4675974,0,0,0,Cheapest beer,7.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vicolo di San Celso, Rione V Ponte, Municipio Roma I, Roma, Roma Capitale, 0186, Italia",,Vicolo di San Celso,Rione V Ponte,,Roma,,Roma Capitale,,Italia,0186,it,Municipio Roma I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,Brasserie Borriglione,"28 Avenue Alfred Borriglione, 06100 Nice, France",43.7197484,7.2623931,0,0,1,Cheapest beer,5.5,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Avenue Alfred Borriglione, Saint-Maurice, Nice, Alpes-Maritimes, Provence-Alpes-Côte d'Azur, France métropolitaine, 06106, France",,Avenue Alfred Borriglione,,,Nice,Nice,Alpes-Maritimes,Provence-Alpes-Côte d'Azur,France,06106,fr,Saint-Maurice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,Brasserie Chateau Landon,"187 Rue du Faubourg Saint-Martin, 75010 Paris, France",48.8793492,2.3627697,"[15, 0]","[19, 0]",2,Cheapest beer,6.8,4.5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Orpi Invest Immo, 187, Rue du Faubourg Saint-Martin, Paris 10e Arrondissement, Paris, Île-de-France, France métropolitaine, 75010, France",187,Rue du Faubourg Saint-Martin,,,Paris,Paris,Paris,Île-de-France,France,75010,fr,Paris 10e Arrondissement,,,,,,Orpi Invest Immo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,Brasserie Curial,"7 Rue Curial, 75019 Paris, France",48.89037379999999,2.3716448,"[15, 0]","[19, 0]",1,Cheapest beer,6.0,4.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7, Rue Curial, Quartier de la Villette, Paris, Île-de-France, France métropolitaine, 75019, France",7,Rue Curial,,,Paris,Paris,Paris,Île-de-France,France,75019,fr,Quartier de la Villette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,Brasserie De Bretagne,"Kerouel, 29910 Trégunc, France",47.8573559,-3.8654266,0,0,0,Cheapest beer,3.5,,50,Britt blonde,,,50.0,Sant erwann,,,50.0,Dremmwel,,,50.0,,,,,,,,,,,,,,,,,"Route de Coat-Min, Croas Voaler, Kerhallon Vian, Trégunc, Quimper, Finistère, Bretagne, France métropolitaine, 29910, France",,Route de Coat-Min,Croas Voaler,,,Quimper,Finistère,Bretagne,France,29910,fr,,,,,,,,,,Kerhallon Vian,Trégunc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,Brasserie De L'Assemblée,"13 Rue de Bourgogne, 75007 Paris-7E-Arrondissement, France",48.8593573,2.3181114,"[17, 0]","[19, 0]",2,Cheapest beer,9.6,5.5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13, Rue de Bourgogne, Quartier des Invalides, Paris, Île-de-France, France métropolitaine, 75007, France",13,Rue de Bourgogne,,,Paris,Paris,Paris,Île-de-France,France,75007,fr,Quartier des Invalides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,Brasserie De L'Empire,"19 Rue de Béthune, 59800 Lille, France",50.634809600000004,3.0642810000000003,0,0,0,Cheapest beer,5.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19, Rue de Béthune, Le Vieux Lille, Lille, Nord, Hauts-de-France, France métropolitaine, 59000, France",19,,Le Vieux Lille,Lille,Lille,Lille,Nord,Hauts-de-France,France,59000,fr,,,,,,,,Rue de Béthune,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,Brasserie De La Mairie,"2 Place de l'Hôtel de ville, 13100 Aix-en-Provence, France",43.52995865,5.447884599672244,0,0,0,Kronenbourg,6.0,,50,1664 Blanche,6.6,,50.0,Grimbergen Blonde,6.6,,50.0,Paix dieu,8.0,,50.0,La Chouffe,7.4,,50.0,Chouffe cherry,7.4,,50.0,Guinness,7.3,,50.0,TBD,,,,"Fontaine de l'Hôtel de ville, Place de l'Hôtel de Ville, Beisson, Saint-Eutrope, Aix-en-Provence, Provence-Alpes-Côte d'Azur, France métropolitaine, 13626, France",,,Beisson,,Aix-en-Provence,Aix-en-Provence,,Provence-Alpes-Côte d'Azur,France,13626,fr,Saint-Eutrope,,,,,,Fontaine de l'Hôtel de ville,Place de l'Hôtel de Ville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,Brasserie De La Place,"41 Rue Gabriel Crie, 92240 Malakoff, France",48.8217877,2.3018560000000003,"[16, 0]","[19, 0]",3,Cheapest beer,5.6,4.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"41, Rue Gabriel Crié, Malakoff, Antony, Hauts-de-Seine, Île-de-France, France métropolitaine, 92240, France",41,Rue Gabriel Crié,,,,Antony,Hauts-de-Seine,Île-de-France,France,92240,fr,,,,,Malakoff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,Brasserie De L’hôtel Du Vercor,"Place du tilleul, 26420 Saint-Martin-en-Vercors, France",45.0215631,5.4429084706066915,0,0,0,Cheapest beer,3.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Place de la Restauration de la République 3 Juillet 1944, Route du Buech, Les Moreaux, Saint-Martin-en-Vercors, Die, Drôme, Auvergne-Rhône-Alpes, France métropolitaine, 26420, France",,Route du Buech,,,,Die,Drôme,Auvergne-Rhône-Alpes,France,26420,fr,,,,,,,,,,Les Moreaux,Saint-Martin-en-Vercors,,,,,,,,,,,,,,,,,,,,,,,,,,,,Place de la Restauration de la République 3 Juillet 1944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,Brasserie De Sulauze,"Chemin du Vieux Sulauze, 13800 Istres, France",43.537769399999995,4.9977545999999995,0,0,0,Cheapest beer,3.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chemin du Vieux Sulauze, Istres, Provence-Alpes-Côte d'Azur, France métropolitaine, 13800, France",,Chemin du Vieux Sulauze,,,,Istres,,Provence-Alpes-Côte d'Azur,France,13800,fr,,,,,Istres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,Brasserie De l’Avenir,"19 Boulevard des Châtaigniers, 30120 Le Vigan, France",43.9899748,3.6031447999999995,0,0,3,Grimbergen Blanche,5.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Boulevard des Châtaigniers, Campis, Le Vigan, Gard, Occitanie, France métropolitaine, 30120, France",,Boulevard des Châtaigniers,,,,Le Vigan,Gard,Occitanie,France,30120,fr,,,,,,,,,,Campis,Le Vigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,Brasserie Derrière,"12 Place de la Victoire, 63000 Clermont-Ferrand, France",45.7778414,3.0854147999999997,0,0,1,Cheapest beer,4.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12, Place de la Victoire, Bergougnan, Les Bughes, Clermont-Ferrand, Puy-de-Dôme, Auvergne-Rhône-Alpes, France métropolitaine, 63000, France",12,Place de la Victoire,Bergougnan,,Clermont-Ferrand,Clermont-Ferrand,Puy-de-Dôme,Auvergne-Rhône-Alpes,France,63000,fr,Les Bughes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,Brasserie Du Bistrot De Paris,"31 Rue du Fort Elisabeth, 1463 Luxembourg",49.604679499999996,6.131897299999999,0,0,1,Cheapest beer,6.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Asia Market, 5, Rue du Fort Élisabeth, Gare, Luxembourg, Canton Luxembourg, 1463, Luxembourg",5,Rue du Fort Élisabeth,,,Luxembourg,,Canton Luxembourg,,Luxembourg,1463,lu,Gare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asia Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,Brasserie Du Carré,"53 Rue Pierre Semard, 38000 Grenoble, France",45.19291670000001,5.7088278,0,0,0,Cheapest beer,6.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adria, Rue Félix Esclangon, Arago, Secteur 1, Grenoble, Isère, Auvergne-Rhône-Alpes, France métropolitaine, 38000, France",,,Arago,,Grenoble,Grenoble,Isère,Auvergne-Rhône-Alpes,France,38000,fr,Secteur 1,,,,,,,,,,,Rue Félix Esclangon,,,,,,,,,,,,,,,,,,,Adria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,Brasserie Du Dauphiné,"33 Rue du Champ Roman, 38400 Saint-Martin-d'Hères, France",45.1857741,5.7701897,"[14, 0]","[16, 0]",0,Cheapest beer,5.0,3.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ZA Champ Roman / Mayencin, Rue du Champ Roman, Porte du Grésivaudan, Saint-Martin-d'Hères, Grenoble, Isère, Auvergne-Rhône-Alpes, France métropolitaine, 38400, France",,Rue du Champ Roman,,,,Grenoble,Isère,Auvergne-Rhône-Alpes,France,38400,fr,,,,,Saint-Martin-d'Hères,,,,,,,,,,,,,,Porte du Grésivaudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZA Champ Roman / Mayencin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,Brasserie Du Lycée Chez Dary,"68 Boulevard de Ménilmontant, 75020 Paris, France",48.8639703,2.3866513,"[14, 0]","[23, 0]",0,Cheapest beer,6.4,3.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"68, Boulevard de Ménilmontant, Quartier du Père-Lachaise, Paris, Île-de-France, France métropolitaine, 75020, France",68,Boulevard de Ménilmontant,,,Paris,Paris,Paris,Île-de-France,France,75020,fr,Quartier du Père-Lachaise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,Brasserie Du Mont Blanc,"128 Avenue René Cassin, 73290 La Motte-Servolex, France",45.6008787,5.8769446,0,0,0,Cheapest beer,4.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Avenue René Cassin, Z.A L'Érier, Beauvoir, La Motte-Servolex, Chambéry, Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 73290, France",,Avenue René Cassin,Z.A L'Érier,,,Chambéry,Savoie,Auvergne-Rhône-Alpes,France,73290,fr,,,,,La Motte-Servolex,,,,,Beauvoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,Brasserie Flore,"11 Place Rihour, 59800 Lille, France",50.63577385,3.0628968428964733,0,0,0,Cheapest beer,6.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rihour, Place Rihour, Le Vieux Lille, Lille, Nord, Hauts-de-France, France métropolitaine, 59000, France",,,Le Vieux Lille,Lille,Lille,Lille,Nord,Hauts-de-France,France,59000,fr,,,,,,,,Place Rihour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rihour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,Brasserie Guillaume Tell,"Casablanca, Maroc",33.59506270000001,-7.6187768,0,0,1,Cheapest beer,1.2,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Place des Nations Unies, Rue Brahim El Amraoui, Sidi Belyout ⵙⵉⴷⵉ ⴱⵍⵢⵓⵟ سيدي بليوط, arrondissement de Sidi Belyout مقاطعة سيدي بليوط, Casablanca ⵜⵉⴳⵎⵉ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء, préfecture d'arrondissements de Casablanca-Anfa عمالة مقاطعات الدار البيضاء أنفا, Pachalik de Casablanca, Préfecture de Casablanca عمالة الدار البيضاء, Casablanca-Settat ⵜⵉⴳⵎⵉ ⵜⵓⵎⵍⵉⵍⵜ-ⵙⵟⵟⴰⵜ الدار البيضاء-سطات, 20 000, Maroc",,Rue Brahim El Amraoui,,arrondissement de Sidi Belyout مقاطعة سيدي بليوط,Casablanca ⵜⵉⴳⵎⵉ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء,préfecture d'arrondissements de Casablanca-Anfa عمالة مقاطعات الدار البيضاء أنفا,Pachalik de Casablanca,,Maroc,20 000,ma,Sidi Belyout ⵙⵉⴷⵉ ⴱⵍⵢⵓⵟ سيدي بليوط,,,,,Préfecture de Casablanca عمالة الدار البيضاء,Place des Nations Unies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Casablanca-Settat ⵜⵉⴳⵎⵉ ⵜⵓⵎⵍⵉⵍⵜ-ⵙⵟⵟⴰⵜ الدار البيضاء-سطات,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,Brasserie Haldemann,"Route de la Gare 4, 1786 Sugiez, Suisse",46.9615934,7.1174117,0,0,0,Cheapest beer,6.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chemin du Pré-Vagnard, Bellechasse, Bas-Vully, Mont-Vully, Seebezirk / District du Lac, Fribourg/Freiburg, 1786, Switzerland",,,,Bas-Vully,Mont-Vully,,Seebezirk / District du Lac,Fribourg/Freiburg,Switzerland,1786,ch,,,Chemin du Pré-Vagnard,,,,,,,Bellechasse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,Brasserie La Cigogne,"7 Rue du 17 Novembre, 67600 Sélestat, France",48.2584355,7.451786999999999,0,0,0,Hoepfner Blonde,2.7,,25,Doreleï,7.0,,50.0,Hoepfner Blanche,3.3,,30.0,Hoepfner Brune,3.3,,30.0,,,,,,,,,,,,,,,,,"7, Rue du 17 Novembre, Grubfeld, Sélestat, Sélestat-Erstein, Bas-Rhin, Grand Est, France métropolitaine, 67600, France",7,,,,,Sélestat-Erstein,Bas-Rhin,Grand Est,France,67600,fr,,,,,Sélestat,,,Rue du 17 Novembre,,Grubfeld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,Brasserie Laissac,"9 Place Alexandre Laissac, 34000 Montpellier, France",43.6062002,3.876282,"[16, 0]","[21, 0]",1,Pelforth,5.0,3.5,50,Affligem,6.0,4.5,50.0,Edelweiss Blanche,6.0,5.0,50.0,,,,,,,,,,,,,,,,,,,,,"9, Place Alexandre Laissac, Comédie, Centre, Montpellier, Hérault, Occitanie, France métropolitaine, 34062, France",9,,Comédie,,Montpellier,Montpellier,Hérault,Occitanie,France,34062,fr,Centre,,,,,,,Place Alexandre Laissac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,Brasserie Le Cours,"67 Cours Julien, 13006 Marseille, France",43.293302399999995,5.383759099999999,"[16, 0]","[19, 0]",0,Cheapest beer,4.5,4.5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"67, Cours Julien, Notre-Dame du Mont, La Plaine, Marseille, Provence-Alpes-Côte d'Azur, France métropolitaine, 13006, France",67,,,,Marseille,,,Provence-Alpes-Côte d'Azur,France,13006,fr,La Plaine,,,,,,,Cours Julien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,Brasserie Le Grillon,"Rue Falguière, 75015 Paris, France",48.837551399999995,2.3109374,0,0,0,Cheapest beer,5.5,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"119, Rue Falguière, Quartier Necker, Paris, Île-de-France, France métropolitaine, 75015, France",119,Rue Falguière,,,Paris,Paris,Paris,Île-de-France,France,75015,fr,Quartier Necker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,Brasserie Le Métro ( Cheese +FRITES + Pinte À 12 €,"37 Boulevard de Belleville, 75011 Paris, France",48.8690037,2.3803916000000003,"[15, 0]",0,0,Stella Artois,,3.5,50,Hoegaarden Wit-Blanche,6.0,5.0,50.0,La Chouffe,8.0,5.9,50.0,Leffe Blonde,8.0,5.5,50.0,,,,,,,,,,,,,,,,,"A2D5U0, Boulevard de Belleville, Quartier de la Folie-Méricourt, Paris, Île-de-France, France métropolitaine, 75011, France",,Boulevard de Belleville,,,Paris,Paris,Paris,Île-de-France,France,75011,fr,Quartier de la Folie-Méricourt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2D5U0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,Brasserie Le Rex,"58 Avenue du Général Leclerc, 92100 Boulogne-Billancourt, France",48.832161299999996,2.2382146,0,0,0,Cheapest beer,,5.5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Le Rex, 58, Avenue du Général Leclerc, La Verrerie, Silly-Galliéni, Boulogne-Billancourt, Hauts-de-Seine, Île-de-France, France métropolitaine, 92100, France",58,Avenue du Général Leclerc,La Verrerie,,Boulogne-Billancourt,Boulogne-Billancourt,Hauts-de-Seine,Île-de-France,France,92100,fr,Silly-Galliéni,,,,,,,,,,,,,,,,,,,,,,,,,,Le Rex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,Brasserie Le Royal,"22 Rue de Mon Désert, 54000 Nancy, France",48.6844502,6.1781087999999995,0,0,0,Cheapest beer,5.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Le Royal, 22, Rue de Mon Désert, Haussonville - Blandan - Mon Désert - Saurupt, Nancy, Meurthe-et-Moselle, Grand Est, France métropolitaine, 54100, France",22,Rue de Mon Désert,,,Nancy,Nancy,Meurthe-et-Moselle,Grand Est,France,54100,fr,Haussonville - Blandan - Mon Désert - Saurupt,,,,,,,,Le Royal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,Brasserie Les Facultés,"2 Rue du Fresche Blanc, 44300 Nantes, France",47.24933460000001,-1.5548027,0,0,3,Cheapest beer,3.5,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21, Rue du Fresche Blanc, Bourgeonnière - Petit Port, Nantes Nord, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44312, France",21,Rue du Fresche Blanc,Bourgeonnière - Petit Port,,Nantes,Nantes,Loire-Atlantique,Pays de la Loire,France,44312,fr,Nantes Nord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,Brasserie Les Fleurs,"18 Avenue Feuchères, 30000 Nîmes, France",43.8325258,4.3655852,0,0,1,Kronenbourg,5.5,,50,Grimbergen Blonde,7.5,,50.0,Pietra,7.5,,50.0,,,,,,,,,,,,,,,,,,,,,"18, Avenue Feuchères, Écusson, Triangle de la Gare, Nîmes, Gard, Occitanie, France métropolitaine, 30000, France",18,Avenue Feuchères,Écusson,,Nîmes,Nîmes,Gard,Occitanie,France,30000,fr,Triangle de la Gare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
